source,passtime,time,mode,vbatt,ibatt,ibus3v3,ibus5v0,comm_temp,eps_temp,batt_temp,power,service_e,service_r,byline
tartu,2017-05-25T18:57:24.998,2000-11-03T14:04:10Z,0,8.250,0.079,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:57:34.994,2000-11-03T14:04:20Z,0,8.200,0.079,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:57:44.979,2000-11-03T14:04:30Z,0,8.200,0.079,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:57:54.986,2000-11-03T14:04:40Z,0,8.200,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:58:04.981,2000-11-03T14:04:50Z,0,8.200,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:58:14.988,2000-11-03T14:05:00Z,0,8.200,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:58:24.983,2000-11-03T14:05:10Z,0,8.200,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:58:44.986,2000-11-03T14:05:30Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:58:54.971,2000-11-03T14:05:40Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:59:14.974,2000-11-03T14:06:00Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:59:24.981,2000-11-03T14:06:10Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:59:44.982,2000-11-03T14:06:30Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T18:59:54.968,2000-11-03T14:06:40Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:00:04.974,2000-11-03T14:06:50Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:00:14.970,2000-11-03T14:07:00Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:00:24.966,2000-11-03T14:07:10Z,0,8.300,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:00:34.962,2000-11-03T14:07:20Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:00:44.967,2000-11-03T14:07:30Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:00:54.964,2000-11-03T14:07:40Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:01:04.960,2000-11-03T14:07:50Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:01:14.966,2000-11-03T14:08:00Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:01:24.962,2000-11-03T14:08:10Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:01:34.958,2000-11-03T14:08:20Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:01:44.954,2000-11-03T14:08:30Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:01:54.960,2000-11-03T14:08:40Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:02:04.957,2000-11-03T14:08:50Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:02:14.951,2000-11-03T14:09:00Z,0,8.300,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:02:24.958,2000-11-03T14:09:10Z,0,8.300,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:02:44.940,2000-11-03T14:09:30Z,0,8.300,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:02:54.946,2000-11-03T14:09:40Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:03:04.943,2000-11-03T14:09:50Z,0,8.200,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:03:14.948,2000-11-03T14:10:00Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:03:24.944,2000-11-03T14:10:10Z,0,8.300,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:03:34.950,2000-11-03T14:10:20Z,0,8.300,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T19:03:54.943,2000-11-03T14:10:40Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:30:24.309,2000-11-03T15:37:10Z,0,8.150,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:30:34.305,2000-11-03T15:37:20Z,0,8.150,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:30:44.383,2000-11-03T15:37:30Z,0,8.150,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:30:54.307,2000-11-03T15:37:40Z,0,8.150,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:31:04.303,2000-11-03T15:37:50Z,0,8.200,0.079,0.125,0.000,-15.000,30.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:31:14.299,2000-11-03T15:38:00Z,0,8.200,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:31:34.292,2000-11-03T15:38:20Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:31:44.297,2000-11-03T15:38:30Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:31:54.294,2000-11-03T15:38:40Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:32:04.290,2000-11-03T15:38:50Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:32:14.295,2000-11-03T15:39:00Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:32:24.292,2000-11-03T15:39:10Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:32:54.289,2000-11-03T15:39:40Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:33:04.285,2000-11-03T15:39:50Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:33:14.282,2000-11-03T15:40:00Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:33:24.288,2000-11-03T15:40:10Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:33:34.284,2000-11-03T15:40:20Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:33:54.287,2000-11-03T15:40:40Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:34:04.271,2000-11-03T15:40:50Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:34:14.278,2000-11-03T15:41:00Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:34:24.274,2000-11-03T15:41:10Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:34:34.271,2000-11-03T15:41:20Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:34:44.276,2000-11-03T15:41:30Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:35:04.268,2000-11-03T15:41:50Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:35:14.264,2000-11-03T15:42:00Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:35:24.270,2000-11-03T15:42:10Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:35:34.267,2000-11-03T15:42:20Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:35:44.272,2000-11-03T15:42:30Z,0,8.200,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:35:54.269,2000-11-03T15:42:40Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:36:14.260,2000-11-03T15:43:00Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:36:24.277,2000-11-03T15:43:10Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:36:34.252,2000-11-03T15:43:20Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:36:44.259,2000-11-03T15:43:30Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:36:54.265,2000-11-03T15:43:40Z,0,8.200,0.118,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:37:04.260,2000-11-03T15:43:50Z,0,8.200,0.118,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:37:24.253,2000-11-03T15:44:10Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:37:34.269,2000-11-03T15:44:20Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:37:44.255,2000-11-03T15:44:30Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:38:04.246,2000-11-03T15:44:50Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:38:14.253,2000-11-03T15:45:00Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:38:24.249,2000-11-03T15:45:10Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:38:34.397,2000-11-03T15:45:20Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:38:46.130,2000-11-03T15:45:30Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:38:54.289,2000-11-03T15:45:40Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:39:14.291,2000-11-03T15:46:00Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:39:24.235,2000-11-03T15:46:10Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:39:44.237,2000-11-03T15:46:30Z,0,8.200,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T20:40:24.231,2000-11-03T15:47:10Z,0,8.150,0.118,0.125,0.000,-15.000,30.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:06:13.605,2000-11-03T17:13:00Z,0,8.250,0.079,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:06:23.611,2000-11-03T17:13:10Z,0,8.250,0.079,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:06:33.596,2000-11-03T17:13:20Z,0,8.200,0.079,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:06:43.605,2000-11-03T17:13:30Z,0,8.200,0.079,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:06:53.598,2000-11-03T17:13:40Z,0,8.200,0.079,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:07:03.605,2000-11-03T17:13:50Z,0,8.250,0.079,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:07:13.601,2000-11-03T17:14:00Z,0,8.250,0.079,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:07:23.596,2000-11-03T17:14:10Z,0,8.250,0.079,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:07:33.602,2000-11-03T17:14:20Z,0,8.250,0.079,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:07:43.588,2000-11-03T17:14:30Z,0,8.250,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:07:53.584,2000-11-03T17:14:40Z,0,8.250,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:08:03.591,2000-11-03T17:14:50Z,0,8.250,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:08:13.586,2000-11-03T17:15:00Z,0,8.250,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:08:23.582,2000-11-03T17:15:10Z,0,8.250,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:08:33.589,2000-11-03T17:15:20Z,0,8.250,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:08:43.584,2000-11-03T17:15:30Z,0,8.250,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:09:13.572,2000-11-03T17:16:00Z,0,8.200,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:09:23.579,2000-11-03T17:16:10Z,0,8.200,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:09:33.574,2000-11-03T17:16:20Z,0,8.200,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:09:43.580,2000-11-03T17:16:30Z,0,8.200,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:09:53.578,2000-11-03T17:16:40Z,0,8.200,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:10:03.583,2000-11-03T17:16:50Z,0,8.200,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:10:33.590,2000-11-03T17:17:20Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:10:43.567,2000-11-03T17:17:30Z,0,8.150,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:10:53.573,2000-11-03T17:17:40Z,0,8.150,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:11:03.569,2000-11-03T17:17:50Z,0,8.150,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:11:13.575,2000-11-03T17:18:00Z,0,8.150,0.118,0.125,0.000,-15.000,30.500,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:11:23.571,2000-11-03T17:18:10Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:11:33.556,2000-11-03T17:18:20Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:11:53.559,2000-11-03T17:18:40Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:12:03.555,2000-11-03T17:18:50Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:12:13.561,2000-11-03T17:19:00Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:12:23.557,2000-11-03T17:19:10Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:12:43.558,2000-11-03T17:19:30Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:12:53.556,2000-11-03T17:19:40Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:13:03.552,2000-11-03T17:19:50Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:13:13.557,2000-11-03T17:20:00Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:13:23.564,2000-11-03T17:20:10Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:13:33.550,2000-11-03T17:20:20Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:13:53.557,2000-11-03T17:20:40Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:14:03.557,2000-11-03T17:20:50Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:14:13.544,2000-11-03T17:21:00Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:14:23.539,2000-11-03T17:21:10Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:14:33.545,2000-11-03T17:21:20Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:14:43.541,2000-11-03T17:21:30Z,0,8.150,0.118,0.125,0.000,-15.000,30.250,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:14:53.547,2000-11-03T17:21:40Z,0,8.200,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:15:03.554,2000-11-03T17:21:50Z,0,8.150,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:15:13.540,2000-11-03T17:22:00Z,0,8.200,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:15:23.546,2000-11-03T17:22:10Z,0,8.200,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:15:33.532,2000-11-03T17:22:20Z,0,8.200,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:15:53.533,2000-11-03T17:22:40Z,0,8.200,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T22:16:13.535,2000-11-03T17:23:00Z,0,8.200,0.079,0.125,0.000,-15.000,30.000,31.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:42:02.899,2000-11-03T18:48:50Z,0,8.250,0.079,0.125,0.000,-15.000,29.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:42:12.904,2000-11-03T18:49:00Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:42:22.901,2000-11-03T18:49:10Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:42:42.903,2000-11-03T18:49:30Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:43:02.895,2000-11-03T18:49:50Z,0,8.250,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:43:12.892,2000-11-03T18:50:00Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:43:22.897,2000-11-03T18:50:10Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:43:32.903,2000-11-03T18:50:20Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:43:52.895,2000-11-03T18:50:40Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:44:02.880,2000-11-03T18:50:50Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:44:12.877,2000-11-03T18:51:00Z,0,8.200,0.079,0.125,0.000,-15.000,29.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:44:22.884,2000-11-03T18:51:10Z,0,8.200,0.079,0.125,0.000,-15.000,29.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:44:32.878,2000-11-03T18:51:20Z,0,8.200,0.079,0.125,0.000,-15.000,29.000,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:44:42.885,2000-11-03T18:51:30Z,0,8.200,0.079,0.125,0.000,-15.000,28.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:45:02.877,2000-11-03T18:51:50Z,0,8.200,0.079,0.125,0.000,-15.000,28.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:45:12.884,2000-11-03T18:52:00Z,0,8.200,0.079,0.125,0.000,-15.000,28.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:45:32.886,2000-11-03T18:52:20Z,0,8.200,0.079,0.125,0.000,-15.000,28.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:45:42.870,2000-11-03T18:52:30Z,0,8.200,0.079,0.125,0.000,-15.000,28.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:45:52.867,2000-11-03T18:52:40Z,0,8.200,0.079,0.125,0.000,-15.000,28.250,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:46:02.873,2000-11-03T18:52:50Z,0,8.250,0.079,0.125,0.000,-15.000,28.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-25T23:46:12.869,2000-11-03T18:53:00Z,0,8.250,0.079,0.125,0.000,-15.000,28.500,30.000,0x00,0x00,0x00,~OPEN COSMOS~
