source,passtime,time,mode,vbatt,ibatt,ibus3v3,ibus5v0,comm_temp,eps_temp,batt_temp,power,service_e,service_r,byline
tartu,2017-05-22T19:57:00Z,2000-10-31T15:09:10Z,0,8.150,0.079,0.125,0.000,-15.000,16.500,18.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:09:20Z,0,8.150,0.079,0.125,0.000,-15.000,16.250,18.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:09:30Z,0,8.150,0.079,0.125,0.000,-15.000,16.250,18.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:09:50Z,0,8.150,0.079,0.125,0.000,-15.000,16.250,18.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:10:00Z,0,8.150,0.079,0.125,0.000,-15.000,16.000,18.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:10:10Z,0,8.150,0.079,0.125,0.000,-15.000,16.000,18.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:10:20Z,0,8.150,0.079,0.125,0.000,-15.000,16.000,18.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:10:30Z,0,8.150,0.079,0.125,0.000,-15.000,15.500,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:10:40Z,0,8.150,0.079,0.125,0.000,-15.000,15.500,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:11:00Z,0,8.150,0.079,0.125,0.000,-15.000,15.500,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:11:10Z,0,8.150,0.079,0.125,0.000,-15.000,15.500,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:11:20Z,0,8.150,0.079,0.125,0.000,-15.000,15.500,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:11:30Z,0,8.150,0.079,0.125,0.000,-15.000,15.250,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:11:40Z,0,8.150,0.079,0.125,0.000,-15.000,15.250,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:11:50Z,0,8.200,0.079,0.125,0.000,-15.000,15.250,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:12:00Z,0,8.200,0.094,0.125,0.000,-15.000,15.250,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:12:10Z,0,8.200,0.079,0.125,0.000,-15.000,15.500,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:12:20Z,0,8.200,0.079,0.125,0.000,-15.000,15.500,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:12:30Z,0,8.200,0.079,0.125,0.000,-15.000,15.000,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-22T19:57:00Z,2000-10-31T15:12:40Z,0,8.200,0.079,0.125,0.000,-15.000,15.000,17.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:40:45.595,2000-11-01T15:47:10Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:05.595,2000-11-01T15:47:30Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:13.325,2000-11-01T15:47:35Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:15.692,2000-11-01T15:47:40Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:20.589,2000-11-01T15:47:45Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:25.586,2000-11-01T15:47:50Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:30.635,2000-11-01T15:47:55Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:35.593,2000-11-01T15:48:00Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:40.581,2000-11-01T15:48:05Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:45.579,2000-11-01T15:48:10Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:51.998,2000-11-01T15:48:15Z,0,8.150,0.118,0.125,0.000,-15.000,27.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:41:55.981,2000-11-01T15:48:20Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:42:00.602,2000-11-01T15:48:25Z,0,8.150,0.118,0.125,0.000,-15.000,27.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:42:15.810,2000-11-01T15:48:40Z,0,8.150,0.118,0.125,0.000,-15.000,27.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:42:20.636,2000-11-01T15:48:45Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:42:25.603,2000-11-01T15:48:50Z,0,8.150,0.118,0.125,0.000,-15.000,27.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:42:33.801,2000-11-01T15:48:55Z,0,8.150,0.118,0.125,0.000,-15.000,27.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:42:35.864,2000-11-01T15:49:00Z,0,8.150,0.118,0.125,0.000,-15.000,27.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:42:45.564,2000-11-01T15:49:10Z,0,8.150,0.118,0.125,0.000,-15.000,28.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:42:55.611,2000-11-01T15:49:20Z,0,8.200,0.079,0.125,0.000,-15.000,27.250,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:43:00.569,2000-11-01T15:49:25Z,0,8.250,0.079,0.125,0.000,-15.000,27.250,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:43:05.567,2000-11-01T15:49:30Z,0,8.250,0.079,0.125,0.000,-15.000,27.250,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:43:10.575,2000-11-01T15:49:35Z,0,8.250,0.079,0.125,0.000,-15.000,27.250,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:43:20.570,2000-11-01T15:49:45Z,0,8.200,0.079,0.125,0.000,-15.000,27.250,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:43:25.569,2000-11-01T15:49:50Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:43:30.556,2000-11-01T15:49:55Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:43:35.565,2000-11-01T15:50:00Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:43:40.563,2000-11-01T15:50:05Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:43:45.561,2000-11-01T15:50:10Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:44:05.552,2000-11-01T15:50:30Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:44:10.561,2000-11-01T15:50:35Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:44:15.569,2000-11-01T15:50:40Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:44:20.557,2000-11-01T15:50:45Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:44:30.563,2000-11-01T15:50:55Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:44:50.545,2000-11-01T15:51:15Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:44:55.553,2000-11-01T15:51:20Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:45:05.549,2000-11-01T15:51:30Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:45:20.553,2000-11-01T15:51:45Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:45:30.549,2000-11-01T15:51:55Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:45:40.555,2000-11-01T15:52:05Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:45:45.555,2000-11-01T15:52:10Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:45:50.551,2000-11-01T15:52:15Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:46:00.537,2000-11-01T15:52:25Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:46:05.545,2000-11-01T15:52:30Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:46:15.542,2000-11-01T15:52:40Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:46:20.539,2000-11-01T15:52:45Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:46:35.533,2000-11-01T15:53:00Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:46:40.541,2000-11-01T15:53:05Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:46:50.547,2000-11-01T15:53:15Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:46:55.535,2000-11-01T15:53:20Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:00.533,2000-11-01T15:53:25Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:05.531,2000-11-01T15:53:30Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:10.539,2000-11-01T15:53:35Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:15.537,2000-11-01T15:53:40Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:25.534,2000-11-01T15:53:50Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:30.531,2000-11-01T15:53:55Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:35.550,2000-11-01T15:54:00Z,0,8.200,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:40.527,2000-11-01T15:54:05Z,0,8.200,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:45.535,2000-11-01T15:54:10Z,0,8.200,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:50.524,2000-11-01T15:54:15Z,0,8.200,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:47:55.521,2000-11-01T15:54:20Z,0,8.250,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:00.529,2000-11-01T15:54:25Z,0,8.250,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:05.527,2000-11-01T15:54:30Z,0,8.250,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:10.535,2000-11-01T15:54:35Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:15.524,2000-11-01T15:54:40Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:20.531,2000-11-01T15:54:45Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:25.519,2000-11-01T15:54:50Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:30.517,2000-11-01T15:54:55Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:40.513,2000-11-01T15:55:05Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:45.522,2000-11-01T15:55:10Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:50.520,2000-11-01T15:55:15Z,0,8.200,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:48:55.527,2000-11-01T15:55:20Z,0,8.250,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:49:00.515,2000-11-01T15:55:25Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:49:05.523,2000-11-01T15:55:30Z,0,8.300,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:49:15.520,2000-11-01T15:55:40Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:49:20.517,2000-11-01T15:55:45Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:49:25.515,2000-11-01T15:55:50Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:49:30.513,2000-11-01T15:55:55Z,0,8.200,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:49:50.536,2000-11-01T15:56:15Z,0,8.250,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:49:55.514,2000-11-01T15:56:20Z,0,8.250,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:50:00.511,2000-11-01T15:56:25Z,0,8.250,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:50:05.510,2000-11-01T15:56:30Z,0,8.250,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:50:10.507,2000-11-01T15:56:35Z,0,8.250,0.079,0.125,0.000,-15.000,26.500,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T20:50:15.516,2000-11-01T15:56:40Z,0,8.250,0.079,0.125,0.000,-15.000,27.000,27.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:15:59.769,2000-11-01T17:22:25Z,0,8.250,0.079,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:04.767,2000-11-01T17:22:30Z,0,8.250,0.079,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:09.775,2000-11-01T17:22:35Z,0,8.200,0.079,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:14.763,2000-11-01T17:22:40Z,0,8.200,0.079,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:19.773,2000-11-01T17:22:45Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:24.770,2000-11-01T17:22:50Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:29.757,2000-11-01T17:22:55Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:34.776,2000-11-01T17:23:00Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:39.764,2000-11-01T17:23:05Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:44.772,2000-11-01T17:23:10Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:49.770,2000-11-01T17:23:15Z,0,8.250,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:54.768,2000-11-01T17:23:20Z,0,8.250,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:16:59.768,2000-11-01T17:23:25Z,0,8.250,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:04.754,2000-11-01T17:23:30Z,0,8.250,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:09.761,2000-11-01T17:23:35Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:14.760,2000-11-01T17:23:40Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:24.755,2000-11-01T17:23:50Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:29.764,2000-11-01T17:23:55Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:34.751,2000-11-01T17:24:00Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:44.758,2000-11-01T17:24:10Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:49.756,2000-11-01T17:24:15Z,0,8.250,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:54.753,2000-11-01T17:24:20Z,0,8.250,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:17:59.751,2000-11-01T17:24:25Z,0,8.250,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:04.762,2000-11-01T17:24:30Z,0,8.250,0.079,0.125,0.000,-15.000,25.250,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:09.747,2000-11-01T17:24:35Z,0,8.200,0.079,0.125,0.000,-15.000,25.250,25.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:14.756,2000-11-01T17:24:40Z,0,8.200,0.118,0.125,0.000,-15.000,25.500,25.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:19.764,2000-11-01T17:24:45Z,0,8.200,0.118,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:24.743,2000-11-01T17:24:50Z,0,8.150,0.118,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:43.159,2000-11-01T17:25:05Z,0,8.150,0.118,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:44.786,2000-11-01T17:25:10Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:49.752,2000-11-01T17:25:15Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:54.790,2000-11-01T17:25:20Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:18:59.737,2000-11-01T17:25:25Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:04.746,2000-11-01T17:25:30Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:14.772,2000-11-01T17:25:40Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:19.740,2000-11-01T17:25:45Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:24.799,2000-11-01T17:25:50Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:29.766,2000-11-01T17:25:55Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:34.744,2000-11-01T17:26:00Z,0,8.150,0.118,0.125,0.000,-15.000,26.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:39.762,2000-11-01T17:26:05Z,0,8.150,0.118,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:48.610,2000-11-01T17:26:10Z,0,8.150,0.118,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:54.045,2000-11-01T17:26:15Z,0,8.150,0.118,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:54.746,2000-11-01T17:26:20Z,0,8.150,0.118,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:19:59.744,2000-11-01T17:26:25Z,0,8.150,0.118,0.125,0.000,-15.000,25.500,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:20:04.732,2000-11-01T17:26:30Z,0,8.200,0.079,0.125,0.000,-15.000,25.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:20:09.740,2000-11-01T17:26:35Z,0,8.200,0.079,0.125,0.000,-15.000,25.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:20:14.727,2000-11-01T17:26:40Z,0,8.250,0.079,0.125,0.000,-15.000,25.000,26.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:20:24.734,2000-11-01T17:26:50Z,0,8.250,0.079,0.125,0.000,-15.000,25.000,25.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:20:34.730,2000-11-01T17:27:00Z,0,8.250,0.079,0.125,0.000,-15.000,25.000,25.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:20:45.651,2000-11-01T17:27:10Z,0,8.150,0.118,0.125,0.000,-15.000,25.250,25.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:20:54.834,2000-11-01T17:27:20Z,0,8.150,0.118,0.125,0.000,-15.000,25.250,25.000,0x00,0x00,0x00,~OPEN COSMOS~
tartu,2017-05-23T22:21:04.727,2000-11-01T17:27:30Z,0,8.150,0.126,0.125,0.000,-15.000,25.250,25.000,0x00,0x00,0x00,~OPEN COSMOS~
